airline_sentiment,text
negative,@USAirways: u didn't bother following up- we booked with @Delta.  @Delta understands cust srv: provided lunch 4 delays &amp
negative,@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York- this is disgraceful
negative,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp
positive,@SouthwestAir  I USED to always fly Southwest.
positive,@USAirways How do I get a receipt for a change fee when I originally booked with miles?
negative,@USAirways after being assured by the pleasant woman at gate B11 in Albany- NY that life's not perfect- I'd heard enough.
negative,@SouthwestAir they were moved to the 210pm flight #4649. Main concern now is luggage arriving with them. They were told that SW was having
positive,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. ð
negative,@AmericanAir “Inconvenient” is such a convenient word.
positive,@SouthwestAir oh- is it only in Atlanta?
negative,@SouthwestAir belt issues. Been a rough day for them. Worst part is traveling with 9 month old and having to wait outside in 85 degree
negative,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!
positive,@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up
negative,@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.
negative,@USAirways Why can't I check in online for a flight tomorrow am?
positive,@JetBlue great.
negative,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. ð¡ð
positive,@USAirways If I know I left something on my last flight (as I literally had to run to make my connection)- how can I retrieve it please?
negative,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled
positive,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp
negative,@JetBlue I've spent three hours talking to all different people- most of which couldn't help. I probably won't be using JetBlue again.
positive,@VirginAmerica I &lt
negative,@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded- there was a defibrillator issue.
positive,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement
negative,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback"
positive,@AmericanAir thank you for the confirmation.
negative,@AmericanAir I need a flight out tonight. Isn't there anything else?
positive,@USAirways thank you!!
positive,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .
positive,@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin- destination &amp
negative,@USAirways standby so far for two of us. With snow storm hitting Iowa tomorrow we could be stuck here for two days.
negative,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.
positive,@JetBlue Not for the dates or destination I'm headed ð
positive,@USAirways that is certainly not the impression she's under.
positive,@AmericanAir thanks so much!
negative,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab
positive,@SouthwestAir Just DMed you my confirmation number.
negative,@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours- it was worse than ever before when you forgot my meal.
negative,"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO"
positive,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.
negative,@united I flew back w other company since United didnt have an earlier flight
negative,@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.
negative,@united thats weak. See ya ð
positive,@JetBlue Hello Good afternoon how are you- I need know how much flying for summer from june 13th.
positive,@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop
positive,@united and what am I suppose to do with that number?
positive,@JetBlue sale please soon?? I need a tan
negative,@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp
negative,@JetBlue ive tried on my phone and laptop :(
negative,@USAirways Sadly I'm currently booked on one of your flights tomorrow that I will be changing if I can.
positive,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus)
negative,@AmericanAir narrowly made standby...lots of snags this trip!
positive,@SouthwestAir Do you promise to not unfollow me? ð
negative,@SouthwestAir has grounded 2 flights b/c of equipment problems &amp
positive,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!
positive,.@SouthwestAir she needs a wheelchair at the gate for sure. What options does she have?
positive,@united Do I need to use a Chase United Club pass for my 8yr old son- or can he come in with me on my pass?
positive,@USAirways getting sorted- thanks
positive,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?
positive,@SouthwestAir never mind- I moved my flight to tomorrow. Thanks for the help!
positive,@SouthwestAir did you know that suicide is the second leading cause of death among teens 10-24
negative,@SouthwestAir can you have someone call me back? I have been on hold two times today for over 20 min and still haven't gotten through
positive,@JetBlue Ok and in Dominican Republic what numbers?
positive,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24
negative,@United the internet is a great thing.  I am emailing executives in your company- maybe they will respond to me in a timely manner.
positive,@SouthwestAir  thanks Southwest for saving our trip. my sweetheart isn't going to miss seeing #AltonBrownLive thanks to y'all! #SOhappy
positive,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24
negative,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting
positive,@USAirways did you know that suicide is the second leading cause of death among teens 10-24
positive,@united yes- a paper voucher that I got on January 26th 2015
negative,@DeltaAssist now at 57 minutes waiting on Silver Elite line for someone to pick up! Help!
positive,@JetBlue thank you for the information.
positive,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated
negative,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...
positive,@USAirways Yes. Confirmation number and all.
negative,@JetBlue but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.
positive,@USAirways question- friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany
